"","restaurant_name","rating_review","review_id","title_review","review_full","date","city","author_id"
"302726","Cafe_Sabarsky",5,"review_145581732","Wonderful Bit of Vienna on NY's Upper East Side","I've now eaten at Cafe Sabarsky 4 or 5 times, and will be back again for sure.  Lovely atmosphere (within the Neue Galerie), fantastic menu with Viennese classics, good service, realistic prices, just all in all a wonderful experience.",2012-11-17,"New_York_City_New_York","UID_174324"
"240767","Carragher_s_Pub_Restaurant",5,"review_737868944","A Liverpool fc gem in nyc ","I’m from the uk but went here for Christmas Day dinner in 2019-mainly cuz although I was on hol, we still wanted a traditional British Christmas dinner & as Liverpool fans, we couldn’t pick anywhere better! We were not disappointed! Craic was great! Staff were so attentive! There was a great atmosphere & the food was fantastic! Was a nice touch to even find Christmas crackers on the table! There was lots of Liverpool fc memorabilia round the room which was great to look at! There were Liverpool matches being shown on the various TVs round the room as well. Really loved this place & the food & drinks were top class! The location was also great & very central to times sq. I’d highly recommend this place - especially if you’re a Liverpool supporter!",2020-01-08,"New_York_City_New_York","UID_148535"
"155142","Comfort_Diner",4,"review_551272046","Wonderful Brunch","This diner was across the street from our hotel, so it was an easy choice to make. BOY, are we glad we did. It was kind of late for breakfast (for two of us anyway) but early enough for lunch. We each chose something different and all of us thoroughly enjoyed every bite. LOTS of food, and good prices. Our server was wonderfully friendly, helpful and funny. Before writing this review I read some of the others. Many said they needed an update, and seemed really old. You know what? That's what we LOVED about it. You can find modern, bright, and upscale anywhere...for my first trip to NYC, this was EXACTLY what I was looking for. Would easily go here again.",2018-01-03,"New_York_City_New_York","UID_106952"
"267939","Sangria_46",4,"review_636933043","Delicious tapas","Good selection of tapas. authentic taste. outdoor seating is a plus. I will definitely come back for more tapas.",2018-12-01,"New_York_City_New_York","UID_159944"
"342457","Sylvia_s_Restaurant",4,"review_400455405","Dont Think twice about eating here","I have eaten here quite a few times and was happy each time but I never had the Macaroni & Cheese or the Traditional Collard Greens both great choices. I enjoyed the greens even more than the fried chicken which is really saying something. Go and enjoy some good eats.",2016-08-02,"New_York_City_New_York","UID_191150"
"112091","Balthazar",5,"review_383518493","Fantastic food and wine","What a neighborhood gem! This is a happening place for the locals, and we enjoyed a great meal at Balthazar! While we salivated over the delicious looking steak at our neighbor's table, we shared a seabass dinner after each enjoying a different soup appetizer. The bread is delicious as well! While the wine list is extensive, we enjoyed a carafe of the house red, which was very affordable. I highly recommend this restaurant!",2016-06-17,"New_York_City_New_York","UID_19398"
"495469","Bucca_Di_Beppo",5,"review_607926329","Awesome Experience!","We visited this location while vacationing in New York with my family of 5. We have been to the Bucca in Chicago a few times & always had a great meal so this was a must on our list of foods in New York. It did not disappoint! Our server, Aaron was outstanding! He did an excellent job, going out of his way to make sure we had everything we needed. The food was excellent, as always. We ordered the small shrimp florentine & the small spaghetti & meatballs to share. No complaints whatsoever, everything was great!",2018-08-19,"New_York_City_New_York","UID_245097"
"116448","Lillie_s_Victorian_Establishment",4,"review_412065233","Jazz after the Theatre","We visited after The Book of Mormon for a few drinks, they had a free live Jazz group playing who were very very good.Fantastic Decor & Great Service made for a very pleasant unexpected late night out.",2016-08-28,"New_York_City_New_York","UID_17974"
"201773","Mighty_Quinn_s_Barbeque",4,"review_325997892","Location on Greenwich is just as good as the one on 2nd Ave.","The small place on Greenwich just off 7th Ave. is just as good as their place on 2nd Ave where we have eaten in the past. This location only opened a year or so ago. You order at the counter and they prepare your tray as you go through the line. Everything from the ribs, to brisket to pulled pork is excellent as are the sides of sweet potatoes, baked beans, fries, or slaw. Great place for a late lunch.",2015-11-11,"New_York_City_New_York","UID_59338"
"27781","Blue_Dog_Cookhouse_Bar",5,"review_570914872","Fantastic First Meal in New York!","Our family of three flew into NYC on a red-eye flight from Seattle, and after the long train ride into midtown and storing our bags at the hotel, we ventured out for some breakfast to fuel us up for the day as fought our way through sleep deprivation and jet lag. Blue Dog's reviews looked good, so we headed over and found a mostly-empty dining room, since it was an early Easter morning. We were warming greeted, and our server throughout our meal was friendly and attentive. We were seated at the end of the long community table in the middle of the small room, and I ordered the tea service, which was great: a good selection of loose-leaf blends in a good-sized mug. The food here was outstanding. My wife and I split the chicken and waffles and huevos chorizo, and it was hard to decide which one we each liked best. The C&W came with sides of spiced syrup and a honey mustard sauce, each of which worked very well with the dish. The chicken was super tasty and the flavor combinations were amazing. The eggs and chorizo came with a side of yummy breakfast potatoes, and the eggs had diced chunks of spicy and flavorful chorizo throughout. Our daughter ordered what was essentially a dessert plate for breakfast: a waffle that appeared to have been deep-fried, topped with grilled banana and a scoop of vanilla ice cream. So good! Of course, we had to help her finish the dish... :)",2018-04-03,"New_York_City_New_York","UID_24279"
"225810","Pershing_Square",5,"review_283385441","Never disappointed","This Cafe/Restaurant was over the road from our hotel. We had eaten here before when we visited NY last year on the recommendation of our neighbours. We had breakfast there 3 mornings on the run and evening meal twice. The ambience was lovely, the staff were lovely and the food was excellent with a good choice. The Eggs Bendedict and the pancakes were divine",2015-06-27,"New_York_City_New_York","UID_141966"
"196843","Benito_One",5,"review_154902297","Excellent!","My husband and I headed over to Little Italy for a nice dinner while on vacation in NYC. My husband is of Italian heritage and is tough to please when eating Italian food. We found this place on Trip Advisor and decided to give it a try- we were very glad we did! This was the best meal we had on our trip, and the service was excellent as well. ",2013-03-17,"New_York_City_New_York","UID_128166"
